@relation car
@attribute 'f1' real
@attribute 'f2' real
@attribute 'f3' real
@attribute 'f4' real
@attribute 'f5' real
@attribute 'f6' real
@attribute 'clase' {0,1,2,3}
@data
-1.34125,-0.447084,-1.52084,-1.22439,1.22439,0,1
-1.34125,-0.447084,-1.52084,-1.22439,1.22439,1.22439,1
-1.34125,-0.447084,-1.52084,0,-1.22439,-1.22439,1
-1.34125,-0.447084,-1.52084,0,-1.22439,0,1
-1.34125,-0.447084,-1.52084,0,-1.22439,1.22439,1
-1.34125,-0.447084,-1.52084,0,0,-1.22439,1
-1.34125,-0.447084,-1.52084,0,0,0,1
-1.34125,-0.447084,-1.52084,0,0,1.22439,1
-1.34125,-0.447084,-1.52084,0,1.22439,-1.22439,1
-1.34125,-0.447084,-1.52084,0,1.22439,0,1
-1.34125,-0.447084,-1.52084,0,1.22439,1.22439,1
-1.34125,-0.447084,-1.52084,1.22439,-1.22439,-1.22439,1
-1.34125,-0.447084,-1.52084,1.22439,-1.22439,0,1
-1.34125,-0.447084,-1.52084,1.22439,-1.22439,1.22439,1
-1.34125,-0.447084,-1.52084,1.22439,0,-1.22439,1
-1.34125,-0.447084,-1.52084,1.22439,0,0,1
-1.34125,-0.447084,-1.52084,1.22439,0,1.22439,1
-1.34125,-0.447084,-1.52084,1.22439,1.22439,-1.22439,1
-1.34125,-0.447084,-1.52084,1.22439,1.22439,0,1
-1.34125,-0.447084,-1.52084,1.22439,1.22439,1.22439,1
-1.34125,-0.447084,-0.168982,-1.22439,-1.22439,-1.22439,1
-1.34125,-0.447084,-0.168982,-1.22439,-1.22439,0,1
-1.34125,-0.447084,-0.168982,-1.22439,-1.22439,1.22439,1
-1.34125,-0.447084,-0.168982,-1.22439,0,-1.22439,1
-1.34125,-0.447084,-0.168982,-1.22439,0,0,1
-1.34125,-0.447084,-0.168982,-1.22439,0,1.22439,1
-1.34125,-0.447084,-0.168982,-1.22439,1.22439,-1.22439,1
-1.34125,-0.447084,-0.168982,-1.22439,1.22439,0,1
-1.34125,-0.447084,-0.168982,-1.22439,1.22439,1.22439,1
-1.34125,-0.447084,-0.168982,0,-1.22439,-1.22439,1
-1.34125,-0.447084,-0.168982,0,-1.22439,0,1
-1.34125,-0.447084,-0.168982,0,-1.22439,1.22439,1
-1.34125,-0.447084,-0.168982,0,0,-1.22439,1
-1.34125,-0.447084,-0.168982,0,0,0,1
-1.34125,-0.447084,-0.168982,0,0,1.22439,1
-1.34125,-0.447084,-0.168982,0,1.22439,-1.22439,1
-1.34125,-0.447084,-0.168982,0,1.22439,0,1
-1.34125,-0.447084,-0.168982,0,1.22439,1.22439,1
-1.34125,-0.447084,-0.168982,1.22439,-1.22439,-1.22439,1
-1.34125,-0.447084,-0.168982,1.22439,-1.22439,0,1
-1.34125,-0.447084,-0.168982,1.22439,-1.22439,1.22439,1
-1.34125,-0.447084,-0.168982,1.22439,0,-1.22439,1
-1.34125,-0.447084,-0.168982,1.22439,0,0,1
-1.34125,-0.447084,-0.168982,1.22439,0,1.22439,1
-1.34125,-0.447084,-0.168982,1.22439,1.22439,-1.22439,1
-1.34125,-0.447084,-0.168982,1.22439,1.22439,0,1
-1.34125,-0.447084,-0.168982,1.22439,1.22439,1.22439,1
-1.34125,-0.447084,1.18287,-1.22439,-1.22439,-1.22439,1
-1.34125,-0.447084,1.18287,-1.22439,-1.22439,0,1
-1.34125,-0.447084,1.18287,-1.22439,-1.22439,1.22439,1
-1.34125,-0.447084,1.18287,-1.22439,0,-1.22439,1
-1.34125,-0.447084,1.18287,-1.22439,0,0,1
-1.34125,-0.447084,1.18287,-1.22439,0,1.22439,1
-1.34125,-0.447084,1.18287,-1.22439,1.22439,-1.22439,1
-1.34125,-0.447084,1.18287,-1.22439,1.22439,0,1
-1.34125,-0.447084,1.18287,-1.22439,1.22439,1.22439,1
-1.34125,-0.447084,1.18287,0,-1.22439,-1.22439,1
-1.34125,-0.447084,1.18287,0,-1.22439,0,1
-1.34125,-0.447084,1.18287,0,-1.22439,1.22439,1
-1.34125,-0.447084,1.18287,0,0,-1.22439,1
-1.34125,-0.447084,1.18287,0,0,0,1
-1.34125,-0.447084,1.18287,0,0,1.22439,1
-1.34125,-0.447084,1.18287,0,1.22439,-1.22439,1
-1.34125,-0.447084,1.18287,0,1.22439,0,1
-1.34125,-0.447084,1.18287,0,1.22439,1.22439,1
-1.34125,-0.447084,1.18287,1.22439,-1.22439,-1.22439,1
-1.34125,-0.447084,1.18287,1.22439,-1.22439,0,1
-1.34125,-0.447084,1.18287,1.22439,-1.22439,1.22439,1
-1.34125,-0.447084,1.18287,1.22439,0,-1.22439,1
-1.34125,-0.447084,1.18287,1.22439,0,0,1
-1.34125,-0.447084,1.18287,1.22439,0,1.22439,1
-1.34125,-0.447084,1.18287,1.22439,1.22439,-1.22439,1
-1.34125,-0.447084,1.18287,1.22439,1.22439,0,1
-1.34125,-0.447084,1.18287,1.22439,1.22439,1.22439,1
-1.34125,-0.447084,0.506946,-1.22439,-1.22439,-1.22439,1
-1.34125,-0.447084,0.506946,-1.22439,-1.22439,0,1
-1.34125,-0.447084,0.506946,-1.22439,-1.22439,1.22439,1
-1.34125,-0.447084,0.506946,-1.22439,0,-1.22439,1
-1.34125,-0.447084,0.506946,-1.22439,0,0,1
-1.34125,-0.447084,0.506946,-1.22439,0,1.22439,1
-1.34125,-0.447084,0.506946,-1.22439,1.22439,-1.22439,1
-1.34125,-0.447084,0.506946,-1.22439,1.22439,0,1
-1.34125,-0.447084,0.506946,-1.22439,1.22439,1.22439,1
-1.34125,-0.447084,0.506946,0,-1.22439,-1.22439,1
-1.34125,-0.447084,0.506946,0,-1.22439,0,1
-1.34125,-0.447084,0.506946,0,-1.22439,1.22439,1
-1.34125,-0.447084,0.506946,0,0,-1.22439,1
-1.34125,-0.447084,0.506946,0,0,0,1
-1.34125,-0.447084,0.506946,0,0,1.22439,1
-1.34125,-0.447084,0.506946,0,1.22439,-1.22439,1
-1.34125,-0.447084,0.506946,0,1.22439,0,1
-1.34125,-0.447084,0.506946,0,1.22439,1.22439,1
-1.34125,-0.447084,0.506946,1.22439,-1.22439,-1.22439,1
-1.34125,-0.447084,0.506946,1.22439,-1.22439,0,1
-1.34125,-0.447084,0.506946,1.22439,-1.22439,1.22439,1
-1.34125,-0.447084,0.506946,1.22439,0,-1.22439,1
-1.34125,-0.447084,0.506946,1.22439,0,0,1
-1.34125,-0.447084,0.506946,1.22439,0,1.22439,1
-1.34125,-0.447084,0.506946,1.22439,1.22439,-1.22439,1
-1.34125,-0.447084,0.506946,1.22439,1.22439,0,1
-1.34125,-0.447084,0.506946,1.22439,1.22439,1.22439,1
-1.34125,0.447084,-1.52084,-1.22439,-1.22439,-1.22439,1
-1.34125,0.447084,-1.52084,-1.22439,-1.22439,0,1
-1.34125,0.447084,-1.52084,-1.22439,-1.22439,1.22439,1
-1.34125,0.447084,-1.52084,-1.22439,0,-1.22439,1
-1.34125,0.447084,-1.52084,-1.22439,0,0,1
-1.34125,0.447084,-1.52084,-1.22439,0,1.22439,1
-1.34125,0.447084,-1.52084,-1.22439,1.22439,-1.22439,1
-1.34125,0.447084,-1.52084,-1.22439,1.22439,0,1
-1.34125,0.447084,-1.52084,-1.22439,1.22439,1.22439,1
-1.34125,0.447084,-1.52084,0,-1.22439,-1.22439,1
-1.34125,0.447084,-1.52084,0,-1.22439,0,1
-1.34125,0.447084,-1.52084,0,-1.22439,1.22439,2
-1.34125,0.447084,-1.52084,0,0,-1.22439,1
-1.34125,0.447084,-1.52084,0,0,0,1
-1.34125,0.447084,-1.52084,0,0,1.22439,2
-1.34125,0.447084,-1.52084,0,1.22439,-1.22439,1
-1.34125,0.447084,-1.52084,0,1.22439,0,2
-1.34125,0.447084,-1.52084,0,1.22439,1.22439,2
-1.34125,0.447084,-1.52084,1.22439,-1.22439,-1.22439,1
-1.34125,0.447084,-1.52084,1.22439,-1.22439,0,1
-1.34125,0.447084,-1.52084,1.22439,-1.22439,1.22439,1
-1.34125,0.447084,-1.52084,1.22439,0,-1.22439,1
-1.34125,0.447084,-1.52084,1.22439,0,0,1
-1.34125,0.447084,-1.52084,1.22439,0,1.22439,2
-1.34125,0.447084,-1.52084,1.22439,1.22439,-1.22439,1
-1.34125,0.447084,-1.52084,1.22439,1.22439,0,2
-1.34125,0.447084,-1.52084,1.22439,1.22439,1.22439,2
-1.34125,0.447084,-0.168982,-1.22439,-1.22439,-1.22439,1
-1.34125,0.447084,-0.168982,-1.22439,-1.22439,0,1
-1.34125,0.447084,-0.168982,-1.22439,-1.22439,1.22439,1
-1.34125,0.447084,-0.168982,-1.22439,0,-1.22439,1
-1.34125,0.447084,-0.168982,-1.22439,0,0,1
-1.34125,0.447084,-0.168982,-1.22439,0,1.22439,1
-1.34125,0.447084,-0.168982,-1.22439,1.22439,-1.22439,1
-1.34125,0.447084,-0.168982,-1.22439,1.22439,0,1
-1.34125,0.447084,-0.168982,-1.22439,1.22439,1.22439,1
-1.34125,0.447084,-0.168982,0,-1.22439,-1.22439,1
-1.34125,0.447084,-0.168982,0,-1.22439,0,1
-1.34125,0.447084,-0.168982,0,-1.22439,1.22439,2
-1.34125,0.447084,-0.168982,0,0,-1.22439,1
-1.34125,0.447084,-0.168982,0,0,0,1
-1.34125,0.447084,-0.168982,0,0,1.22439,2
-1.34125,0.447084,-0.168982,0,1.22439,-1.22439,1
-1.34125,0.447084,-0.168982,0,1.22439,0,2
-1.34125,0.447084,-0.168982,0,1.22439,1.22439,2
-1.34125,0.447084,-0.168982,1.22439,-1.22439,-1.22439,1
-1.34125,0.447084,-0.168982,1.22439,-1.22439,0,1
-1.34125,0.447084,-0.168982,1.22439,-1.22439,1.22439,2
-1.34125,0.447084,-0.168982,1.22439,0,-1.22439,1
-1.34125,0.447084,-0.168982,1.22439,0,0,2
-1.34125,0.447084,-0.168982,1.22439,0,1.22439,2
-1.34125,0.447084,-0.168982,1.22439,1.22439,-1.22439,1
-1.34125,0.447084,-0.168982,1.22439,1.22439,0,2
-1.34125,0.447084,-0.168982,1.22439,1.22439,1.22439,2
-1.34125,0.447084,1.18287,-1.22439,-1.22439,-1.22439,1
-1.34125,0.447084,1.18287,-1.22439,-1.22439,0,1
-1.34125,0.447084,1.18287,-1.22439,-1.22439,1.22439,1
-1.34125,0.447084,1.18287,-1.22439,0,-1.22439,1
-1.34125,0.447084,1.18287,-1.22439,0,0,1
-1.34125,0.447084,1.18287,-1.22439,0,1.22439,1
-1.34125,0.447084,1.18287,-1.22439,1.22439,-1.22439,1
-1.34125,0.447084,1.18287,-1.22439,1.22439,0,1
-1.34125,0.447084,1.18287,-1.22439,1.22439,1.22439,1
-1.34125,0.447084,1.18287,0,-1.22439,-1.22439,1
-1.34125,0.447084,1.18287,0,-1.22439,0,1
-1.34125,0.447084,1.18287,0,-1.22439,1.22439,2
-1.34125,0.447084,1.18287,0,0,-1.22439,1
-1.34125,0.447084,1.18287,0,0,0,2
-1.34125,0.447084,1.18287,0,0,1.22439,2
-1.34125,0.447084,1.18287,0,1.22439,-1.22439,1
-1.34125,0.447084,1.18287,0,1.22439,0,2
-1.34125,0.447084,1.18287,0,1.22439,1.22439,2
-1.34125,0.447084,1.18287,1.22439,-1.22439,-1.22439,1
-1.34125,0.447084,1.18287,1.22439,-1.22439,0,1
-1.34125,0.447084,1.18287,1.22439,-1.22439,1.22439,2
-1.34125,0.447084,1.18287,1.22439,0,-1.22439,1
-1.34125,0.447084,1.18287,1.22439,0,0,2
-1.34125,0.447084,1.18287,1.22439,0,1.22439,2
-1.34125,0.447084,1.18287,1.22439,1.22439,-1.22439,1
-1.34125,0.447084,1.18287,1.22439,1.22439,0,2
-1.34125,0.447084,1.18287,1.22439,1.22439,1.22439,2
-1.34125,0.447084,0.506946,-1.22439,-1.22439,-1.22439,1
-1.34125,0.447084,0.506946,-1.22439,-1.22439,0,1
-1.34125,0.447084,0.506946,-1.22439,-1.22439,1.22439,1
-1.34125,0.447084,0.506946,-1.22439,0,-1.22439,1
-1.34125,0.447084,0.506946,-1.22439,0,0,1
-1.34125,0.447084,0.506946,-1.22439,0,1.22439,1
-1.34125,0.447084,0.506946,-1.22439,1.22439,-1.22439,1
-1.34125,0.447084,0.506946,-1.22439,1.22439,0,1
-1.34125,0.447084,0.506946,-1.22439,1.22439,1.22439,1
-1.34125,0.447084,0.506946,0,-1.22439,-1.22439,1
-1.34125,0.447084,0.506946,0,-1.22439,0,1
-1.34125,0.447084,0.506946,0,-1.22439,1.22439,2
-1.34125,0.447084,0.506946,0,0,-1.22439,1
-1.34125,0.447084,0.506946,0,0,0,2
-1.34125,0.447084,0.506946,0,0,1.22439,2
-1.34125,0.447084,0.506946,0,1.22439,-1.22439,1
-1.34125,0.447084,0.506946,0,1.22439,0,2
-1.34125,0.447084,0.506946,0,1.22439,1.22439,2
-1.34125,0.447084,0.506946,1.22439,-1.22439,-1.22439,1
-1.34125,0.447084,0.506946,1.22439,-1.22439,0,1
-1.34125,0.447084,0.506946,1.22439,-1.22439,1.22439,2
-1.34125,0.447084,0.506946,1.22439,0,-1.22439,1
-1.34125,0.447084,0.506946,1.22439,0,0,2
-1.34125,0.447084,0.506946,1.22439,0,1.22439,2
-1.34125,0.447084,0.506946,1.22439,1.22439,-1.22439,1
-1.34125,0.447084,0.506946,1.22439,1.22439,0,2
-1.34125,0.447084,0.506946,1.22439,1.22439,1.22439,2
-1.34125,1.34125,-1.52084,-1.22439,-1.22439,-1.22439,1
-1.34125,1.34125,-1.52084,-1.22439,-1.22439,0,1
-1.34125,1.34125,-1.52084,-1.22439,-1.22439,1.22439,1
-1.34125,1.34125,-1.52084,-1.22439,0,-1.22439,1
-1.34125,1.34125,-1.52084,-1.22439,0,0,1
-1.34125,1.34125,-1.52084,-1.22439,0,1.22439,1
-1.34125,1.34125,-1.52084,-1.22439,1.22439,-1.22439,1
-1.34125,1.34125,-1.52084,-1.22439,1.22439,0,1
-1.34125,1.34125,-1.52084,-1.22439,1.22439,1.22439,1
-1.34125,1.34125,-1.52084,0,-1.22439,-1.22439,1
-1.34125,1.34125,-1.52084,0,-1.22439,0,1
-1.34125,1.34125,-1.52084,0,-1.22439,1.22439,2
-1.34125,1.34125,-1.52084,0,0,-1.22439,1
-1.34125,1.34125,-1.52084,0,0,0,1
-1.34125,1.34125,-1.52084,0,0,1.22439,2
-1.34125,1.34125,-1.52084,0,1.22439,-1.22439,1
-1.34125,1.34125,-1.52084,0,1.22439,0,2
-1.34125,1.34125,-1.52084,0,1.22439,1.22439,2
-1.34125,1.34125,-1.52084,1.22439,-1.22439,-1.22439,1
-1.34125,1.34125,-1.52084,1.22439,-1.22439,0,1
-1.34125,1.34125,-1.52084,1.22439,-1.22439,1.22439,1
-1.34125,1.34125,-1.52084,1.22439,0,-1.22439,1
-1.34125,1.34125,-1.52084,1.22439,0,0,1
-1.34125,1.34125,-1.52084,1.22439,0,1.22439,2
-1.34125,1.34125,-1.52084,1.22439,1.22439,-1.22439,1
-1.34125,1.34125,-1.52084,1.22439,1.22439,0,2
-1.34125,1.34125,-1.52084,1.22439,1.22439,1.22439,2
-1.34125,1.34125,-0.168982,-1.22439,-1.22439,-1.22439,1
-1.34125,1.34125,-0.168982,-1.22439,-1.22439,0,1
-1.34125,1.34125,-0.168982,-1.22439,-1.22439,1.22439,1
-1.34125,1.34125,-0.168982,-1.22439,0,-1.22439,1
-1.34125,1.34125,-0.168982,-1.22439,0,0,1
-1.34125,1.34125,-0.168982,-1.22439,0,1.22439,1
-1.34125,1.34125,-0.168982,-1.22439,1.22439,-1.22439,1
-1.34125,1.34125,-0.168982,-1.22439,1.22439,0,1
-1.34125,1.34125,-0.168982,-1.22439,1.22439,1.22439,1
-1.34125,1.34125,-0.168982,0,-1.22439,-1.22439,1
-1.34125,1.34125,-0.168982,0,-1.22439,0,1
-1.34125,1.34125,-0.168982,0,-1.22439,1.22439,2
-1.34125,1.34125,-0.168982,0,0,-1.22439,1
-1.34125,1.34125,-0.168982,0,0,0,1
-1.34125,1.34125,-0.168982,0,0,1.22439,2
-1.34125,1.34125,-0.168982,0,1.22439,-1.22439,1
-1.34125,1.34125,-0.168982,0,1.22439,0,2
-1.34125,1.34125,-0.168982,0,1.22439,1.22439,2
-1.34125,1.34125,-0.168982,1.22439,-1.22439,-1.22439,1
-1.34125,1.34125,-0.168982,1.22439,-1.22439,0,1
-1.34125,1.34125,-0.168982,1.22439,-1.22439,1.22439,2
-1.34125,1.34125,-0.168982,1.22439,0,-1.22439,1
-1.34125,1.34125,-0.168982,1.22439,0,0,2
-1.34125,1.34125,-0.168982,1.22439,0,1.22439,2
-1.34125,1.34125,-0.168982,1.22439,1.22439,-1.22439,1
-1.34125,1.34125,-0.168982,1.22439,1.22439,0,2
-1.34125,1.34125,-0.168982,1.22439,1.22439,1.22439,2
-1.34125,1.34125,1.18287,-1.22439,-1.22439,-1.22439,1
-1.34125,1.34125,1.18287,-1.22439,-1.22439,0,1
-1.34125,1.34125,1.18287,-1.22439,-1.22439,1.22439,1
-1.34125,1.34125,1.18287,-1.22439,0,-1.22439,1
-1.34125,1.34125,1.18287,-1.22439,0,0,1
-1.34125,1.34125,1.18287,-1.22439,0,1.22439,1
-1.34125,1.34125,1.18287,-1.22439,1.22439,-1.22439,1
-1.34125,1.34125,1.18287,-1.22439,1.22439,0,1
-1.34125,1.34125,1.18287,-1.22439,1.22439,1.22439,1
-1.34125,1.34125,1.18287,0,-1.22439,-1.22439,1
-1.34125,1.34125,1.18287,0,-1.22439,0,1
-1.34125,1.34125,1.18287,0,-1.22439,1.22439,2
-1.34125,1.34125,1.18287,0,0,-1.22439,1
-1.34125,1.34125,1.18287,0,0,0,2
-1.34125,1.34125,1.18287,0,0,1.22439,2
-1.34125,1.34125,1.18287,0,1.22439,-1.22439,1
-1.34125,1.34125,1.18287,0,1.22439,0,2
-1.34125,1.34125,1.18287,0,1.22439,1.22439,2
-1.34125,1.34125,1.18287,1.22439,-1.22439,-1.22439,1
-1.34125,1.34125,1.18287,1.22439,-1.22439,0,1
-1.34125,1.34125,1.18287,1.22439,-1.22439,1.22439,2
-1.34125,1.34125,1.18287,1.22439,0,-1.22439,1
-1.34125,1.34125,1.18287,1.22439,0,0,2
-1.34125,1.34125,1.18287,1.22439,0,1.22439,2
-1.34125,1.34125,1.18287,1.22439,1.22439,-1.22439,1
-1.34125,1.34125,1.18287,1.22439,1.22439,0,2
-1.34125,1.34125,1.18287,1.22439,1.22439,1.22439,2
-1.34125,1.34125,0.506946,-1.22439,-1.22439,-1.22439,1
-1.34125,1.34125,0.506946,-1.22439,-1.22439,0,1
-1.34125,1.34125,0.506946,-1.22439,-1.22439,1.22439,1
-1.34125,1.34125,0.506946,-1.22439,0,-1.22439,1
-1.34125,1.34125,0.506946,-1.22439,0,0,1
-1.34125,1.34125,0.506946,-1.22439,0,1.22439,1
-1.34125,1.34125,0.506946,-1.22439,1.22439,-1.22439,1
-1.34125,1.34125,0.506946,-1.22439,1.22439,0,1
-1.34125,1.34125,0.506946,-1.22439,1.22439,1.22439,1
-1.34125,1.34125,0.506946,0,-1.22439,-1.22439,1
-1.34125,1.34125,0.506946,0,-1.22439,0,1
-1.34125,1.34125,0.506946,0,-1.22439,1.22439,2
-1.34125,1.34125,0.506946,0,0,-1.22439,1
-1.34125,1.34125,0.506946,0,0,0,2
-1.34125,1.34125,0.506946,0,0,1.22439,2
-1.34125,1.34125,0.506946,0,1.22439,-1.22439,1
-1.34125,1.34125,0.506946,0,1.22439,0,2
-1.34125,1.34125,0.506946,0,1.22439,1.22439,2
-1.34125,1.34125,0.506946,1.22439,-1.22439,-1.22439,1
-1.34125,1.34125,0.506946,1.22439,-1.22439,0,1
-1.34125,1.34125,0.506946,1.22439,-1.22439,1.22439,2
-1.34125,1.34125,0.506946,1.22439,0,-1.22439,1
-1.34125,1.34125,0.506946,1.22439,0,0,2
-1.34125,1.34125,0.506946,1.22439,0,1.22439,2
-1.34125,1.34125,0.506946,1.22439,1.22439,-1.22439,1
-1.34125,1.34125,0.506946,1.22439,1.22439,0,2
